"PostOfficeName","Pincode","City","District","State"
"Kambainallur","635202","Kambainallur","Dharmapuri","Tamil Nadu"
"Mathur-Dhamapuri","635203","Dharmapuri","Dharmapuri","Tamil Nadu"
"Nagarasampatti","635204","Dharmapuri","Dharmapuri","Tamil Nadu"
"Periyanahalli","635205","Dharmapuri","Dharmapuri","Tamil Nadu"
"Pochampalli","635206","Dharmapuri","Dharmapuri","Tamil Nadu"
"Uttangarai","635207","Dharmapuri","Dharmapuri","Tamil Nadu"
"Arasampatti","635208","Dharmapuri","Dharmapuri","Tamil Nadu"
"Saithur","635209","Dharmapuri","Dharmapuri","Tamil Nadu"
"Jagadevi","635210","Vellore","Vellore","Tamil Nadu"
"Kannadahalli","635211","Dharmapuri","Dharmapuri","Tamil Nadu"
"Irumathur","635212","Dharmapuri","Dharmapuri","Tamil Nadu"
"Bommidi","635301","Dharmapuri","Dharmapuri","Tamil Nadu"
"Buddireddipatti","635302","Dharmapuri","Dharmapuri","Tamil Nadu"
"Kadathur","635303","Kadathur","Dharmapuri","Tamil Nadu"
"Kallavi","635304","Dharmapuri","Dharmapuri","Tamil Nadu"
"Morappur","635305","Dharmapuri","Dharmapuri","Tamil Nadu"
"Samalpatti R S","635306","Dharmapuri","Dharmapuri","Tamil Nadu"
"Singarapettai","635307","Dharmapuri","Dharmapuri","Tamil Nadu"
"Bairanatham Pallipatti","635308","Dharmapuri","Dharmapuri","Tamil Nadu"
"Periathallapadi","635309","Dharmapuri","Dharmapuri","Tamil Nadu"
"Thalanatham","635310","Dharmapuri","Dharmapuri","Tamil Nadu"
"Ramanahalli","635311","Dharmapuri","Dharmapuri","Tamil Nadu"
"Mottankurichi","635312","Dharmapuri","Dharmapuri","Tamil Nadu"
"Chintalapadi","635313","Dharmapuri","Dharmapuri","Tamil Nadu"
"Cutcherrustreet","635601","Dharmapuri","Dharmapuri","Tamil Nadu"
"Gandhipet","635601","Dharmapuri","Dharmapuri","Tamil Nadu"
"Tirupattur Extension","635601","Dharmapuri","Dharmapuri","Tamil Nadu"
"Tiruppattur H O N A","635601","Dharmapuri","Dharmapuri","Tamil Nadu"
"Tiruppatur Bazar","635602","Vellore","Vellore","Tamil Nadu"
"Korathi","635611","Dharmapuri","Dharmapuri","Tamil Nadu"
"Pudupettai","635651","Vellore","Vellore","Tamil Nadu"
"Vishamangalam","635652","Sivaganga","Sivaganga","Tamil Nadu"
"Vengalapurm","635653","Vellore","Vellore","Tamil Nadu"
"Sundarampalli","635654","Sivaganga","Sivaganga","Tamil Nadu"
"Adiyur","635655","Sivaganga","Sivaganga","Tamil Nadu"
"Paniyandapalli","635656","Sivaganga","Sivaganga","Tamil Nadu"
"Jayapuram","635657","Vellore","Vellore","Tamil Nadu"
"Puthugaram","635659","Dharmapuri","Dharmapuri","Tamil Nadu"
"Bommikuppam","635660","Dharmapuri","Dharmapuri","Tamil Nadu"
"Kurumberi","635661","Thiruvarur","Thiruvarur","Tamil Nadu"
"Sevathur","635662","Dharmapuri","Dharmapuri","Tamil Nadu"
"Alangayam","635701","Alangayam","Vellore","Tamil Nadu"
"Andiappanur","635702","Vellore","Vellore","Tamil Nadu"
"Jamanamarathur","635703","Vellore","Vellore","Tamil Nadu"
"Kavalur","635704","Dharmapuri","Dharmapuri","Tamil Nadu"
"Irunapattu","635705","Dharmapuri","Dharmapuri","Tamil Nadu"
"Kurusilapattu","635706","Dharmapuri","Dharmapuri","Tamil Nadu"
"Poongulam","635707","Dharmapuri","Dharmapuri","Tamil Nadu"
"Nachiarkuppam","635708","Dharmapuri","Dharmapuri","Tamil Nadu"
"Perumapattu","635709","Dharmapuri","Dharmapuri","Tamil Nadu"
"Govindapuram","635751","Erode","Erode","Tamil Nadu"
"Pudur","635751","Vellore","Vellore","Tamil Nadu"
"Vanimbadi","635751","Vellore","Vellore","Tamil Nadu"
"Vanimbadi Cutcherry","635751","Vellore","Vellore","Tamil Nadu"
"Vaniyambadi","635752","Vaniyambadi","Vellore","Tamil Nadu"
"Khaderpet","635753","Vellore","Vellore","Tamil Nadu"
"Jaffarabad","635754","Dharmapuri","Dharmapuri","Tamil Nadu"
"Udayandiram","635755","Dharmapuri","Dharmapuri","Tamil Nadu"
"Vellakuttai","635756","Vellore","Vellore","Tamil Nadu"
"Kothakottai","635757","Dharmapuri","Dharmapuri","Tamil Nadu"
"Kalendra","635758","Dharmapuri","Dharmapuri","Tamil Nadu"
"Ambalur","635801","Vellore","Vellore","Tamil Nadu"
"Ambur","635802","Ambur","Vellore","Tamil Nadu"
"Ambur Bazaar","635802","Ambur","Vellore","Tamil Nadu"
"Ambur R S","635802","Ambur","Vellore","Tamil Nadu"
"Gudiyattam R S","635803","Vellore","Vellore","Tamil Nadu"
"Madanur","635804","Vellore","Vellore","Tamil Nadu"
"Mailpatti","635805","Vellore","Vellore","Tamil Nadu"
"Melalathur","635806","Vellore","Vellore","Tamil Nadu"
"Minnur","635807","Vellore","Vellore","Tamil Nadu"
"Oomarabad","635808","Vellore","Vellore","Tamil Nadu"
"Pallikonda","635809","Pallikonda","Dharmapuri","Tamil Nadu"
"Perambur","635810","Vellore","Vellore","Tamil Nadu"
"Thuthipattu","635811","Thuthipattu","Vellore","Tamil Nadu"
"Vadapudpet","635812","Vellore","Vellore","Tamil Nadu"
"Valathoor","635813","Vellore","Vellore","Tamil Nadu"
"Shanakuppam","635814","Vellore","Vellore","Tamil Nadu"
"Kethandapatti Sugar Mills","635815","Vellore","Vellore","Tamil Nadu"
"Agaram","635816","Dharmapuri","Dharmapuri","Tamil Nadu"
"Valayakarapatti","635817","Dharmapuri","Dharmapuri","Tamil Nadu"
"Kottur","635818","Dharmapuri","Dharmapuri","Tamil Nadu"
"Nariyambattu","635819","Vellore","Vellore","Tamil Nadu"
"Kethandapatti","635820","Dharmapuri","Dharmapuri","Tamil Nadu"
"Vinnamangalam","635821","Dharmapuri","Dharmapuri","Tamil Nadu"
"Vadakkupattu Na","635822","Dharmapuri","Dharmapuri","Tamil Nadu"
"Alasandapuram","635823","Dharmapuri","Dharmapuri","Tamil Nadu"
"Ramanaickenpettai","635824","Dharmapuri","Dharmapuri","Tamil Nadu"
"Kilmurungai","635825","Dharmapuri","Dharmapuri","Tamil Nadu"
"Agaramcherry","635826","Dharmapuri","Dharmapuri","Tamil Nadu"
"Jolarpettai","635851","Vellore","Vellore","Tamil Nadu"
"Pakkirthakka","635853","Vellore","Vellore","Tamil Nadu"
"Pachur","635854","Vellore","Vellore","Tamil Nadu"
"Yelagiri Hills","635855","Dharmapuri","Dharmapuri","Tamil Nadu"
"Mandalavadi","635856","Sivaganga","Sivaganga","Tamil Nadu"
"Athurukuppam","635857","Dharmapuri","Dharmapuri","Tamil Nadu"
"Kandili","635901","Sivaganga","Sivaganga","Tamil Nadu"
"Agraharam","636001","Vellore","Vellore","Tamil Nadu"
"Dadubaikuttai","636001","Salem","Salem","Tamil Nadu"
"Devendrapuram","636001","Salem","Salem","Tamil Nadu"
"Kitchipalayam","636001","Salem","Salem","Tamil Nadu"
"Mettu Street","636001","Salem","Salem","Tamil Nadu"
"Narayananagar","636001","Salem","Salem","Tamil Nadu"
"Ponnamapettai","636001","Salem","Salem","Tamil Nadu"
"Salem Bazaar","636001","Salem","Salem","Tamil Nadu"
"Salem Collectorate","636001","Salem","Salem","Tamil Nadu"
"Salem District Board Bldg","636001","Salem","Salem","Tamil Nadu"
"Salem East","636001","Salem","Salem","Tamil Nadu"
"Salem Fort","636001","Salem","Salem","Tamil Nadu"
"Salem H O","636001","Salem","Salem","Tamil Nadu"
"Salem Second","636001","Salem","Salem","Tamil Nadu"
"Thillainagar","636001","Salem","Salem","Tamil Nadu"
"Anandanapatti","636002","Salem","Salem","Tamil Nadu"
"Marakkadai","636002","Salem","Salem","Tamil Nadu"
"Nethimedu","636002","Salem","Salem","Tamil Nadu"
"Shevapet","636002","Salem","Salem","Tamil Nadu"
"Shevapet Bazaar","636002","Salem","Salem","Tamil Nadu"
"Ammapettai Bazaar","636003","Salem","Salem","Tamil Nadu"
"Ammapettai Salem","636003","Salem","Salem","Tamil Nadu"
"Alagapuram","636004","Salem","Salem","Tamil Nadu"
"Fair Lands","636004","Salem","Salem","Tamil Nadu"
"Meyyanur","636004","Salem","Salem","Tamil Nadu"
"Gugi Salem","636006","Salem","Salem","Tamil Nadu"
"Salem Pension Lines","636006","Salem","Salem","Tamil Nadu"
"Salem South","636006","Salem","Salem","Tamil Nadu"
"Sanjeevarayanpettai","636006","Salem","Salem","Tamil Nadu"
"Hastampatti","636007","Salem","Salem","Tamil Nadu"
"Maravaneri","636007","Salem","Salem","Tamil Nadu"
"Peramanur","636007","Salem","Salem","Tamil Nadu"
"Salem A R Lines","636007","Salem","Salem","Tamil Nadu"
"Salem Extn","636007","Salem","Salem","Tamil Nadu"
"Salem North","636007","Salem","Salem","Tamil Nadu"
"Salen Dr Court Building","636007","Salem","Salem","Tamil Nadu"
"Ayyanthirumaligai","636008","Salem","Salem","Tamil Nadu"
"Kannankurichi","636008","Kannankurichi","Salem","Tamil Nadu"
"Arisipalayam","636009","Salem","Salem","Tamil Nadu"
"Leigh Bazaar","636009","Salem","Salem","Tamil Nadu"
"Pallapatti Salem","636009","Pallapatti","Salem","Tamil Nadu"
"Kondalampatti","636010","Kondalampatti","Salem","Tamil Nadu"
"Govt College Of Engg Salem","636011","Salem","Salem","Tamil Nadu"
"Karuppur","636012","Karuppur","Kancheepuram","Tamil Nadu"
"Salem Steel Plant","636013","Salem","Salem","Tamil Nadu"
"Kamarajar Colony","636014","Salem","Salem","Tamil Nadu"
"Fairlands","636016","Salem","Salem","Tamil Nadu"
"Aragalur","636101","Salem","Salem","Tamil Nadu"
"Attur Salem","636102","Attur","Salem","Tamil Nadu"
"Atur Bazaar","636102","Attur","Salem","Tamil Nadu"
"Gandhi Nagar","636102","Salem","Salem","Tamil Nadu"
"Pudupet Attur","636102","Salem","Salem","Tamil Nadu"
"Udayarpalayam","636102","Udayarpalayam","Ariyalur","Tamil Nadu"
"Ayodhyapattinam","636103","Salem","Salem","Tamil Nadu"
"Belur Salem","636104","Salem","Salem","Tamil Nadu"
"Gangavalli","636105","Gangavalli","Salem","Tamil Nadu"
"Karipatti","636106","Salem","Salem","Tamil Nadu"
"Mallikarai","636107","Salem","Salem","Tamil Nadu"
"Narasingapuram","636108","Narasingapuram","Salem","Tamil Nadu"
"Pethanmickenpalayam","636109","Salem","Salem","Tamil Nadu"
"Sendarapatti","636110","Salem","Salem","Tamil Nadu"
"Seshanchavadi","636111","Salem","Salem","Tamil Nadu"
"Seshasayee Paper","636111","Salem","Salem","Tamil Nadu"
"Talaivasal","636112","Salem","Salem","Tamil Nadu"
"Thammampatti","636113","Thammampatti","Salem","Tamil Nadu"
"Thumbai","636114","Salem","Salem","Tamil Nadu"
"Valapady","636115","Salem","Salem","Tamil Nadu"
"Viragalur","636116","Salem","Salem","Tamil Nadu"
"Yethapur","636117","Salem","Salem","Tamil Nadu"
"Ulipuram","636118","Salem","Salem","Tamil Nadu"
"Puthiragoundenpalayam","636119","Salem","Salem","Tamil Nadu"
"Vadachennimalai","636121","Salem","Salem","Tamil Nadu"
"Sukkampatti","636122","Salem","Salem","Tamil Nadu"
"Kadambur","636124","Ariyalur","Ariyalur","Tamil Nadu"
"Kondayampalli","636130","Salem","Salem","Tamil Nadu"
"Thadavur","636137","Salem","Salem","Tamil Nadu"
"Karumanthurai","636138","Salem","Salem","Tamil Nadu"
"Koottathupatti","636139","Salem","Salem","Tamil Nadu"
"Salem H O","636139","Salem","Salem","Tamil Nadu"
"Odayapatti","636140","Salem","Salem","Tamil Nadu"
"Pudupet","636141","Salem","Salem","Tamil Nadu"
"Mangalapuram","636202","Salem","Salem","Tamil Nadu"
"Mullur-Salem","636203","Salem","Salem","Tamil Nadu"
"Panamarathupatti","636204","Salem","Salem","Tamil Nadu"
"Athanur","636301","Athanur","Madurai","Tamil Nadu"
"Jagir Ammapalayam","636302","Salem","Salem","Tamil Nadu"
"Kolathur-Salem","636303","Kolathur","Salem","Tamil Nadu"
"Muthunaickenpatti","636304","Salem","Salem","Tamil Nadu"
"Pannapatti","636305","Karur","Karur","Tamil Nadu"
"Sivathapuram","636307","Salem","Salem","Tamil Nadu"
"Virapandi Slm","636308","Salem","Salem","Tamil Nadu"
"Thenalpalayam","636318","Salem","Salem","Tamil Nadu"
"Karavalli","636319","Salem","Salem","Tamil Nadu"
"Kadyampatti","636351","Salem","Salem","Tamil Nadu"
"Toppur","636352","Salem","Salem","Tamil Nadu"
"Salem","636354","Salem","Salem","Tamil Nadu"
"Mettur Dam H O","636401","Salem","Salem","Tamil Nadu"
"Mettur Dam North","636401","Salem","Salem","Tamil Nadu"
"Mettur Dam South","636401","Salem","Salem","Tamil Nadu"
"Mettur Dam R S","636402","Salem","Salem","Tamil Nadu"
"Thangamapuripattinam","636402","Salem","Salem","Tamil Nadu"
"Ramannagar","636403","Salem","Salem","Tamil Nadu"
"Gonur","636404","Salem","Salem","Tamil Nadu"
"Chamarajpet","636451","Salem","Salem","Tamil Nadu"
"Madayankuttai","636452","Salem","Salem","Tamil Nadu"
"Mecheri","636453","Mecheri","Vellore","Tamil Nadu"
"Nangavalli","636454","Nangavalli","Salem","Tamil Nadu"
"Omalur","636455","Omalur","Salem","Tamil Nadu"
"Omalur Cutcherry","636455","Omalur","Salem","Tamil Nadu"
"Salem","636456","Salem","Salem","Tamil Nadu"
"Vanavasi Slm","636457","Salem","Salem","Tamil Nadu"
"Mallikundam","636458","Salem","Salem","Tamil Nadu"
"Navapatti","636462","Salem","Salem","Tamil Nadu"
"Virudasampatti","636463","Salem","Salem","Tamil Nadu"
"Jalakantapuram","636501","Salem","Salem","Tamil Nadu"
"Tharamangalam","636502","Tharamangalam","Salem","Tamil Nadu"
"Tholasampatti","636503","Salem","Salem","Tamil Nadu"
"Yercaud","636601","Salem","Salem","Tamil Nadu"
"Ondikadai","636602","Salem","Salem","Tamil Nadu"
"Nagalur-Salem","636604","Salem","Salem","Tamil Nadu"
"Appavoo Nagar","636701","Dharmapuri","Dharmapuri","Tamil Nadu"
"Dharmapuri Bus Stand","636701","Dharmapuri","Dharmapuri","Tamil Nadu"
"Dharmapuri H O","636701","Dharmapuri","Dharmapuri","Tamil Nadu"
"Dharmapuri Public Office","636701","Dharmapuri","Dharmapuri","Tamil Nadu"
"Dharmapuri R S","636701","Dharmapuri","Dharmapuri","Tamil Nadu"
"Dharmapuri Bazaar","636702","Dharmapuri","Dharmapuri","Tamil Nadu"
"Dharmapuri Fort","636702","Dharmapuri","Dharmapuri","Tamil Nadu"
"Dharmapuri South","636702","Dharmapuri","Dharmapuri","Tamil Nadu"
"Komarasamipatti","636703","Dharmapuri","Dharmapuri","Tamil Nadu"
"Annasagaram","636704","Dharmapuri","Dharmapuri","Tamil Nadu"
"Dharmapuri Collectorate","636705","Dharmapuri","Dharmapuri","Tamil Nadu"
"Venkatanahalli","636751","Dharmapuri","Dharmapuri","Tamil Nadu"
"Hanumanthapuram","636802","Dharmapuri","Dharmapuri","Tamil Nadu"
"Harur","636803","Harur","Dharmapuri","Tamil Nadu"
"Indur","636803","Dharmapuri","Dharmapuri","Tamil Nadu"
"Laligam","636804","Dharmapuri","Dharmapuri","Tamil Nadu"
"Mallupatti","636805","Dharmapuri","Dharmapuri","Tamil Nadu"
"Marandahalli","636806","Marandahalli","Dharmapuri","Tamil Nadu"
"Nallampalli","636807","Salem","Salem","Tamil Nadu"
"Palacode","636808","Salem","Salem","Tamil Nadu"
"Pauparapatti","636809","Dharmapuri","Dharmapuri","Tamil Nadu"
"Pennagaram","636810","Pennagaram","Dharmapuri","Tamil Nadu"
"Perumbalai","636811","Dharmapuri","Dharmapuri","Tamil Nadu"
"Panjapalli","636812","Dharmapuri","Dharmapuri","Tamil Nadu"
"Biliyanur Agraharam","636813","Dharmapuri","Dharmapuri","Tamil Nadu"
"Nagamalai","636815","Madurai","Madurai","Tamil Nadu"
"Sunchalnatham","636816","Dharmapuri","Dharmapuri","Tamil Nadu"
"Manyadahalli","636821","Dharmapuri","Dharmapuri","Tamil Nadu"
"Mappedu","636821","Thiruvallur","Thiruvallur","Tamil Nadu"
"Echambadi","636902","Salem","Salem","Tamil Nadu"
"Menisi","636904","Dharmapuri","Dharmapuri","Tamil Nadu"
"Pappireddipatti","636905","Pappireddipatti","Dharmapuri","Tamil Nadu"
"Tirthamalai","636906","Salem","Salem","Tamil Nadu"
"Harur Bazaar","636908","Dharmapuri","Dharmapuri","Tamil Nadu"
"Thenkarai Kottar","636915","Dharmapuri","Dharmapuri","Tamil Nadu"
"Namakkal Bazaar","637001","Salem","Salem","Tamil Nadu"
"Namakkal Fort","637001","Salem","Salem","Tamil Nadu"
"Namakkal H O","637001","Salem","Salem","Tamil Nadu"
"Natarajapuram","637001","Tiruchirappalli","Tiruchirappalli","Tamil Nadu"
"Ramapurampdur","637001","Salem","Salem","Tamil Nadu"
"Ganesapuram","637002","Salem","Salem","Tamil Nadu"
"Santhiapettipudur","637002","Salem","Salem","Tamil Nadu"
"Thillaipuram","637002","Salem","Salem","Tamil Nadu"
"Nallipalayam","637003","Salem","Salem","Tamil Nadu"
"Eranipatti","637013","Salem","Salem","Tamil Nadu"
"Karakurichi","637014","Salem","Salem","Tamil Nadu"
"Mohanur","637015","Mohanur","Salem","Tamil Nadu"
"Mohanur North","637015","Mohanur","Salem","Tamil Nadu"
"Palalpatti","637017","Salem","Salem","Tamil Nadu"
"Puduchatram","637018","Salem","Salem","Tamil Nadu"
"Sellappampatti","637019","Salem","Salem","Tamil Nadu"
"Valayapatti Slem","637020","Salem","Salem","Tamil Nadu"
"Varagur","637021","Vellore","Vellore","Tamil Nadu"
"Pachal","637023","Salem","Salem","Tamil Nadu"
"Pottireddipatti","637024","Salem","Salem","Tamil Nadu"
"N Pundupatti","637026","Salem","Salem","Tamil Nadu"
"Idappadi","637101","Salem","Salem","Tamil Nadu"
"Idappadi Bazaar","637101","Salem","Salem","Tamil Nadu"
"Konganapuram","637102","Konganapuram","Salem","Tamil Nadu"
"Mc Donalds Choultry","637103","Salem","Salem","Tamil Nadu"
"Thevur Salem","637104","Salem","Salem","Tamil Nadu"
"Poolampatti","637107","Poolampatti","Salem","Tamil Nadu"
"Chittoor","637109","Salem","Salem","Tamil Nadu"
"Chittalandur","637201","Salem","Salem","Tamil Nadu"
"Elachipalayam","637202","Salem","Salem","Tamil Nadu"
"Kadampalayam","637203","Salem","Salem","Tamil Nadu"
"Kapilamalai","637204","Salem","Salem","Tamil Nadu"
"Kumaramangalam","637205","Viluppuram","Viluppuram","Tamil Nadu"
"Nadandai","637206","Salem","Salem","Tamil Nadu"
"Paramathi","637207","Salem","Salem","Tamil Nadu"
"Paundamangalam","637208","Salem","Salem","Tamil Nadu"
"Seetharamapalayam","637209","Salem","Salem","Tamil Nadu"
"Solasitamani","637210","Salem","Salem","Tamil Nadu"
"Tiruchengodu H O","637211","Salem","Salem","Tamil Nadu"
"Tiruchengodu North","637211","Salem","Salem","Tamil Nadu"
"Tiruchengodu West","637211","Salem","Salem","Tamil Nadu"
"Velagoundanpatti","637212","Salem","Salem","Tamil Nadu"
"Jadarpalayam","637213","Salem","Salem","Tamil Nadu"
"Vattur","637217","Salem","Salem","Tamil Nadu"
"Sankaridurg","637301","Salem","Salem","Tamil Nadu"
"Sankaridurg East","637301","Salem","Salem","Tamil Nadu"
"Sankaridrug R S","637302","Salem","Salem","Tamil Nadu"
"Sankaridurg West","637303","Salem","Salem","Tamil Nadu"
"Thannirpandalpayalam","637304","Salem","Salem","Tamil Nadu"
"Padaiveedu","637306","Padaiveedu","Salem","Tamil Nadu"
"Andagalur","637401","Salem","Salem","Tamil Nadu"
"Belukurichi","637402","Salem","Salem","Tamil Nadu"
"Guruswamipalayam","637403","Salem","Salem","Tamil Nadu"
"Kalappanaickenpatti","637404","Kalappanaickenpatti","Salem","Tamil Nadu"
"Muthugapatti","637405","Salem","Salem","Tamil Nadu"
"Namagiribettai","637406","Salem","Salem","Tamil Nadu"
"Rashipuram","637408","Namakkal","Namakkal","Tamil Nadu"
"Rashipuram Bazar","637408","Namakkal","Namakkal","Tamil Nadu"
"Rashipuram East","637408","Namakkal","Namakkal","Tamil Nadu"
"Rasipuram","637408","Rasipuram","Salem","Tamil Nadu"
"Rasipuram Bazaar","637408","Rasipuram","Salem","Tamil Nadu"
"Rasipuram East","637408","Rasipuram","Salem","Tamil Nadu"
"Sendamangalam","637409","Salem","Salem","Tamil Nadu"
"Vaiyampatti","637410","Virudhunagar","Virudhunagar","Tamil Nadu"
"Semmedu","637411","Viluppuram","Viluppuram","Tamil Nadu"
"Singalandapuram","637412","Tiruchirappalli","Tiruchirappalli","Tamil Nadu"
"Pattanam","637413","Vellore","Vellore","Tamil Nadu"
"Thirumalaipatti","637416","Salem","Salem","Tamil Nadu"
"Tirumalaipatti","637416","Salem","Salem","Tamil Nadu"
"Peria Manali","637418","Salem","Salem","Tamil Nadu"
"T Jedarpalayam","637420","Salem","Salem","Tamil Nadu"
"Attayampatti","637501","Attayampatti","Salem","Tamil Nadu"
"Elampillai","637502","Salem","Salem","Tamil Nadu"
"Mallasamudram","637503","Mallasamudram","Salem","Tamil Nadu"
"Vembadithalam","637504","Salem","Salem","Tamil Nadu"
"Vennandur","637505","Salem","Salem","Tamil Nadu"
"Edangansalai","637508","Salem","Salem","Tamil Nadu"
"Periyar","638001","Madurai","Madurai","Tamil Nadu"
"Erode Railway Colony","638002","Madurai","Madurai","Tamil Nadu"
"Tirunagar Colony","638003","Madurai","Madurai","Tamil Nadu"
"Chikkiah Naicker College","638004","Madurai","Madurai","Tamil Nadu"
"Veerappanchattam","638004","Madurai","Madurai","Tamil Nadu"
"Peria Agraharam","638005","Madurai","Madurai","Tamil Nadu"
"Cuvvery R S","638007","Madurai","Madurai","Tamil Nadu"
"Agraharam","638008","Vellore","Vellore","Tamil Nadu"
"Edayankattu Valasu","638009","Madurai","Madurai","Tamil Nadu"
"Surampatti","638009","Surampatti","Madurai","Tamil Nadu"
"Boards Colony","638010","Madurai","Madurai","Tamil Nadu"
"Erode Collectorate","638011","Madurai","Madurai","Tamil Nadu"
"Chennimalai","638051","Chennimalai","Madurai","Tamil Nadu"
"Melapalayam","638051","Madurai","Madurai","Tamil Nadu"
"Perundurai","638052","Perundurai","Madurai","Tamil Nadu"
"Perundurai West","638052","Perundurai","Madurai","Tamil Nadu"
"Sanatorium","638053","Madurai","Madurai","Tamil Nadu"
"Siruvalur","638054","Madurai","Madurai","Tamil Nadu"
"Tingalur","638055","Madurai","Madurai","Tamil Nadu"
"Vijayamangalam","638056","Madurai","Madurai","Tamil Nadu"
"Tudipathi","638057","Madurai","Madurai","Tamil Nadu"
"Ingur","638058","Madurai","Madurai","Tamil Nadu"
"Vellankoil","638059","Madurai","Madurai","Tamil Nadu"
"Chittode","638102","Madurai","Madurai","Tamil Nadu"
"Mambadi","638102","Erode","Erode","Tamil Nadu"
"Kunnathur Erode","638103","Madurai","Madurai","Tamil Nadu"
"Modakurichi","638104","Modakurichi","Madurai","Tamil Nadu"
"Muthur","638105","Muthur","Madurai","Tamil Nadu"
"Mulanur","638106","Mulanur","Madurai","Tamil Nadu"
"Nasiyanur","638107","Nasiyanur","Madurai","Tamil Nadu"
"Nathakadayur","638108","Madurai","Madurai","Tamil Nadu"
"Sivagiri","638109","Sivagiri","Madurai","Tamil Nadu"
"Getticheyur","638110","Madurai","Madurai","Tamil Nadu"
"Gingee","638110","Gingee","Viluppuram","Tamil Nadu"
"Vellakoil","638111","Vellakoil","Madurai","Tamil Nadu"
"Vadamugam Vellodu","638112","Madurai","Madurai","Tamil Nadu"
"Avalpundurai","638115","Madurai","Madurai","Tamil Nadu"
"Kanjikoil","638116","Kanjikoil","Madurai","Tamil Nadu"
"Kanagapuram","638117","Madurai","Madurai","Tamil Nadu"
"Thandampalayam","638118","Madurai","Madurai","Tamil Nadu"
"Periyar","638129","Madurai","Madurai","Tamil Nadu"
"Chinnamarudur","638130","Erode","Erode","Tamil Nadu"
"Karuppur","638148","Kancheepuram","Kancheepuram","Tamil Nadu"
"Kodumudi","638151","Kodumudi","Madurai","Tamil Nadu"
"Unjalur","638152","Madurai","Madurai","Tamil Nadu"
"Ganapathipalayam","638153","Madurai","Madurai","Tamil Nadu"
"Pasur","638154","Pasur","Madurai","Tamil Nadu"
"Pothanur Salem","638181","Salem","Salem","Tamil Nadu"
"Velur Salem","638182","Velur","Madurai","Tamil Nadu"
"Velur Slm Bazar","638182","Velur","Madurai","Tamil Nadu"
"Gudimangalam","638201","Coimbatore","Coimbatore","Tamil Nadu"
"Jakkarpalayam","638202","Madurai","Madurai","Tamil Nadu"
"Kaniyur","638203","Kaniyur","Coimbatore","Tamil Nadu"
"Komaralingam","638204","Komaralingam","Salem","Tamil Nadu"
"Peddappampatti","638205","Madurai","Madurai","Tamil Nadu"
"Pulavadi","638206","Madurai","Madurai","Tamil Nadu"
"Pungamuthur","638207","Madurai","Madurai","Tamil Nadu"
"Devanurpudur","638211","Coimbatore","Coimbatore","Tamil Nadu"
"Bhavani H O","638301","Erode","Erode","Tamil Nadu"
"Bhavanikudal","638301","Madurai","Madurai","Tamil Nadu"
"Bhavani Cutchery","638302","Madurai","Madurai","Tamil Nadu"
"Ammapettai Bhavani","638311","Madurai","Madurai","Tamil Nadu"
"Jambai","638312","Jambai","Madurai","Tamil Nadu"
"Palayam","638312","Madurai","Madurai","Tamil Nadu"
"Kugalur","638313","Madurai","Madurai","Tamil Nadu"
"Olagadam","638314","Olagadam","Madurai","Tamil Nadu"
"Sakthinagar","638315","Madurai","Madurai","Tamil Nadu"
"Vasavi College","638316","Madurai","Madurai","Tamil Nadu"
"Periyar","638319","Madurai","Madurai","Tamil Nadu"
"Singampettai","638324","Erode","Erode","Tamil Nadu"
"Dalavoipettai","638327","Madurai","Madurai","Tamil Nadu"
"Chinnapallam","638328","Madurai","Madurai","Tamil Nadu"
"Satyamangalam Bazaar","638401","Madurai","Madurai","Tamil Nadu"
"Satyamangalam Cbe","638401","Madurai","Madurai","Tamil Nadu"
"Rangasamudram","638402","Vellore","Vellore","Tamil Nadu"
"Yavilipalayam","638403","Madurai","Madurai","Tamil Nadu"
"Ukkaram","638404","Madurai","Madurai","Tamil Nadu"
"Chikkarasampalayam","638406","Coimbatore","Coimbatore","Tamil Nadu"
"Bharatiyar University","638451","Madurai","Madurai","Tamil Nadu"
"Bhavanisagar","638451","Bhavanisagar","Madurai","Tamil Nadu"
"Gobichettipalayam East","638452","Madurai","Madurai","Tamil Nadu"
"Gobichettipalayam H O","638452","Madurai","Madurai","Tamil Nadu"
"Modachur","638452","Madurai","Madurai","Tamil Nadu"
"Pudupalayam","638452","Ariyalur","Ariyalur","Tamil Nadu"
"Karattadipalayam","638453","Madurai","Madurai","Tamil Nadu"
"Kasipalayam","638454","Madurai","Madurai","Tamil Nadu"
"Kolappalure Cbe","638456","Madurai","Madurai","Tamil Nadu"
"Kurumandur","638457","Madurai","Madurai","Tamil Nadu"
"Nambiyur","638458","Nambiyur","Madurai","Tamil Nadu"
"Pulimpatti","638459","Madurai","Madurai","Tamil Nadu"
"Savakattupalayam","638460","Madurai","Madurai","Tamil Nadu"
"Talavadi","638461","Madurai","Madurai","Tamil Nadu"
"Vemandanpalayam","638462","Madurai","Madurai","Tamil Nadu"
"Kadathur Gobi","638466","Madurai","Madurai","Tamil Nadu"
"Pariyur Vellapalayam","638469","Madurai","Madurai","Tamil Nadu"
"Periapuliyur","638470","Madurai","Madurai","Tamil Nadu"
"Selangapalayam","638471","Madurai","Madurai","Tamil Nadu"
"Gobiohetti Palayam South","638476","Madurai","Madurai","Tamil Nadu"
