original_id,project_or_tender,name,desc,state,location,pincode,status,budget,url,document_url,sector,sub_sector,timestamp_range
2023_BSNL_164377_1,Tender,"Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Jeelugumilli cell site to Kamayyapalem cell site.","Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Jeelugumilli cell site to Kamayyapalem cell site.",Jeelugumilli to Kamayyapalem,"O/O GMTD, BSNL BHAVAN, NEAR JUTE MILL, ELURU 534002",534456,Open Tender,"23,73,074",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SL%2FQeV5lcLFsFrHYnwNKp3A%3D%3D,,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_164372_1,Tender,"Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Marlagudem to Buttayagudem Exchange in Jangareddygudem to Buttayagudem road","Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Marlagudem to Buttayagudem Exchange in Jangareddygudem to Buttayagudem road",Marlagudem to Buttayagudem Exchange,"O/O GMTD, BSNL BHAVAN, NEAR JUTE MILL, ELURU",534448,Open Tender,"15,92,842",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=So%2ByYYoavR9Yyhei8kRs8gg%3D%3D,,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_164374_1,Tender,"Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Nandapuram to Kannapuram cell site (in Buttayagudem to Kannapuram road)","Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Nandapuram to Kannapuram cell site (in Buttayagudem to Kannapuram road)",Nandapuram to Kannapuram,"O/O GMTD, BSNL BHAVAN, NEAR JUTE MILL, ELURU",534311,Open Tender,"18,52,988",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SlQvDa5ifnb%2BDgp%2Bit11gWQ%3D%3D,,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_164373_1,Tender,"Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Buttayagudem Exchange to Nandapuram in (Buttayagudem to Kannapuram road).","Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Buttayagudem Exchange to Nandapuram in (Buttayagudem to Kannapuram road).",Buttayagudem Exchange to Nandapuram,"O/O GMTD, BSNL BHAVAN, NEAR JUTE MILL, ELURU",534448,Open Tender,"14,61,497",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SBehyC73%2BJwkGg6o9GKzOEQ%3D%3D,,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_164347_1,Tender,"Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Jangareddygudem exchange to Marlagudem in Jangareddygudem to Buttayagudem road.","Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Jangareddygudem exchange to Marlagudem in Jangareddygudem to Buttayagudem road.",Jangareddygudem exchange to Marlagudem,"O/O GMTD, BSNL BHAVAN, NEAR JUTE MILL, ELURU",534447,Open Tender,"14,61,497",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2BPcw0%2FbYdL1yjYaquhbYxQ%3D%3D,,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_164375_1,Tender,"Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Kannapuram cell site to Koyyalagudem Exchange.","Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Kannapuram cell site to Koyyalagudem Exchange.",Kannapuram to Koyyalagudem,"O/O GMTD, BSNL BHAVAN, NEAR JUTE MILL, ELURU",534311,Open Tender,"18,53,988",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=ScrITiSt7WEYD99otIwGmqg%3D%3D,,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_164326_1,Tender,Patch works in Laxsar-Roorkee Roorkee-Bhopa-Muzafarnagar OFC route,"E-Tender for Laying/Pulling PLB pipe/ Duct by Open Trench Method/Trenchless Technology and Optical Fiber Cable Pulling/Blowing, splicing works and Associated works for Patch works in Laxsar-Roorkee Roorkee-Bhopa-Muzafarnagar OFC route",GM CN TX-N Dehradun,"DE Survey O/o GM CN TX-N Dehradun
BSNL TE Compound Patelnagar Dehradun",248001,Open Tender,"32,93,320",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SBf%2FeyFKoR90TnPARz1l%2BGA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_164284_1,Tender,OFC Rehabilitation work in Gorakhpur Division,"Laying of PLB pipe/ Duct and Associated works by Open Trench Method/Trenchless Technology, Optical Fibre Cable Pulling/Blowing and splicing works etc., for patch works in existing Optical Fibre cable routes at different places in Gorakhpur Division",Gorakhpur Division,"Office of the Deputy General Manager Telecom Projects
 2nd Floor, NIB Building, Kaiserbagh,Telephone Exchange
Lucknow-226001",273001,Open Tender,"43,00,210",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2FPvddKqVD4mBUNoIZ5auXg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_164250_1,Tender,OFC Rehabilitation work in Gorakhpur Division,"E-Tender for Laying of PLB pipe/ Duct and Associated works by Open Trench Method/Trenchless Technology, Optical Fibre Cable Pulling/Blowing and splicing works etc., for patch works in existing OFC routes at different places in Gorakhpur Division",Gorakhpur Division,"Office of the Deputy General Manager Telecom Projects
 2nd Floor, NIB Building, Kaiserbagh,Telephone Exchange
Lucknow-226001",273001,Open Tender,"44,06,520",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SUUn152Ru4HRaHVVXU4R5XA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_164256_1,Tender,"Providing Electro mechanical services for New Govt  Medical College at General Hospital Compound, Thiruvananthapauram   Block I SH  Fire fighting system  Revised  Recall","Providing Electro-mechanical services for New Govt. Medical College at General Hospital Compound, Thiruvananthapauram   Block  )SH  Fire fighting system  Revised Recall",TRIVANDRUM,"BSNL Electrical Division
I Floor, Telephone Exchange
Press Road, Statue
Trivandrum 695001",695001,Open Tender,"32,12,703",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SN2e4efKgCIVag2wvo%2B62%2Bw%3D%3D,,Electrical Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_164161_1,Tender,PATCH WORK MRD-2 DIVISION,PATCH WORK MRD-2 DIVISION,DIFFERENT PLACES IN MRD DIVISION,"Microwave compound, Near Jaypee Palace Hotel,
Fatehabad Road, Tora, Agra-282006",282006,Open Tender,"45,76,800",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SfRYPHcGgVwJdcEHrxTc8%2Bw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_164177_1,Tender,PATCH WORK MRD-3 DIVISION,PATCH WORK MRD-3 DIVISION,DIFFERENT PLACES IN MRD DIVISION,"Microwave compound, Near Jaypee Palace Hotel,
Fatehabad Road, Tora, Agra-282006",282006,Open Tender,"30,78,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SoevcKdm8o8940rxXYOyJBQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_163808_1,Tender,GM/NTL/Plg/Tdr/Earthing/23-24,"e- Open Tender Document for Providing
Copper Earthing at Telephone Exchanges
/BTSs in Business Area Nainital",Nainital BA,O/o GM Nainital Hq at Haldwani,263139,Open Tender,"47,19,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SJnVtKX4jmNHBbHuYy0gjNQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Works,Earthing,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_163781_1,Tender,GM/NTL/Plg/Tdr/OFC Laying/PTH Div/23-24,"E-Open Tender for OFC Laying and
Associated Works in Pithoragarh Division
of Operational Area Almora under Business
Area Nainital",Almora OA,O/o GM Nainital Hq at Haldwani,263601,Open Tender,"87,31,800",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SZ8JmYx9eJeRiBUyyDqhS8g%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_163608_1,Tender,40-393/2022-Plg/Tender for BTS Sites and Infra related works for Kanpur BA(Unnao OA),40-393/2022-Plg/Tender for BTS Sites and Infra related works for Kanpur BA(Unnao OA),Unnao OA under Kanpur BA,"8th Floor, Door Sanchar Bhawan Mall Road Kanpur",208001,Open Tender,"93,23,232",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Si3sqTKUBDMRTlL2Y79sF2g%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Network /Communication Equipments,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_163684_1,Tender,40-393/2023-Plg/Tender for BTS Sites and Infra related works for Kanpur BA(Farrukhabad OA),Tender for BTS Sites and Infra related works for Kanpur BA(Farrukhabad OA),Farrukhabad OA under Kanpur BA,"8th Floor, Door Sanchar Bhawan Mall Road Kanpur",208001,Open Tender,"62,41,128",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S6lrXLk%2F2iKDKZRfTJC%2BENQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Network /Communication Equipments,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_163593_1,Tender,40-393/2023-Plg/Tender for BTS Sites and Infra related works for Kanpur BA(Kanpur OA),Tender for BTS Sites and Infra related works for Kanpur BA(Kanpur OA),Kanpur BA,"8th Floor, Door Sanchar Bhawan, Mall Road Kanpur",208001,Open Tender,"89,50,464",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SxEBF8gOqPmRc338tW5kioA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Network /Communication Equipments,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_163664_1,Tender,40-393/2023-Plg/Tender for BTS Sites and Infra related works for Kanpur BA(Fatehpur OA),40-393/2023-Plg/Tender for BTS Sites and Infra related works for Kanpur BA(Fatehpur OA),Fatehpur OA under Kanpur BA,8th Floor Door Sanchar Bhawan Mall Road Kanpur,208001,Open Tender,"63,02,424",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SnVbVmQ0xQVi9Mhtuq7O20A%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Network /Communication Equipments,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_162064_1,Tender,"Supply, Installation, Testing, Commissioning and Annual Maintenance of IT hardware and related software for BSNL Centralized Mobile Billing System and Probe based IPDR Management Solution.","Supply, Installation, Testing, Commissioning and Annual Maintenance of IT hardware and related software for BSNL Centralized Mobile Billing System and Probe based IPDR Management Solution.",AS PER TENDER,MM CELL BSNL CO NEW DELHI,110001,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S92GBED9qXaWRPTAag%2F0X%2Fg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electronic Components And Devices,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_162542_1,Tender,AMCandRepairofACatOaSRN,Comp mtce and call base repair of  Split AC units at BSNL OA Surendranagar,Surendranagar,BSNL ED 2nd Floor TE Navarangpura Ahmedabad,363001,Open Tender,"3,97,780",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Stt4yUP6uhlo990ahFdSb%2FQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_162133_1,Tender,Repairing and Servicing of 1.5 TR window/Split AC Units in various T.E Buildings/BTSs under OA Varanasi.,Repairing and Servicing of 1.5 TR window/Split AC Units in various T.E Buildings/BTSs under OA Varanasi.,Varanasi,"The Executive Engineer (E), BSNL Electrical Division, T.E.Bldg. Shivpurawa, Varanasi",221001,Open Tender,"4,81,888",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sq%2Fg2f%2FsUJoozrYHlgDUvTg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_161456_1,Tender,Tender Document for Selection of Next-Gen WAN Solution Provider (NGWSP) for Department of Posts IT Modernization Project 2.0,Tender Document for Selection of Next-Gen WAN Solution Provider (NGWSP) for Department of Posts IT Modernization Project 2.0,New Delhi,AGM (HQ -P) Office of CGM (CN Tx-North) New Delhi-110001,110001,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SoEBtz1dM1NX5yhHnQfUymw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_159632_1,Tender,prospective OEMs to implement Bharatnet last mile connectivity in Tamilnadu for TANFINET,prospective OEMs to implement Bharatnet last mile connectivity in Tamilnadu for TANFINET,Across Tamilnadu,"O/o CGM BSNL
TN CIRCLE
16 GREAMS ROAD
CHENNAI 6",600006,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SgrrcAOLTP%2BvVbIKP6A9Rlg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electronic Components And Devices,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_157919_1,Tender,e-SIM Subscription and Service Management Platform (eSSMP),e-SIM Subscription and Service Management Platform (eSSMP),AS PER TENDER,MM CELL BSNL CO NEW DELHI,110001,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Se5lL%2F9N%2FhFSyzJA%2BZvgAuw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electronic Components And Devices,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_157772_1,Tender,4G Saturation Project ADSS OFC MNP BA Zone-IV 22.20 Km,"Tender for procurement of 7M and 8M tubular poles with accessories,Installation Accessories and Fixtures for ADSS OFC, Slinging of ADSS Cable and associated works along with testing and commissioning of ADSS Cable route on Turnkey basis in  MNP BA",Manipur,"O/o GMTD, BSNL Imphal Manipur BA",795001,Open Tender,"2,75,06,711",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sj9uzYJh5WXCw5F66GHzOTA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_157766_1,Tender,4G Saturation Project ADSS OFC MNP BA Zone-III 20.60 Km,"Tender for procurement of 7M and 8M tubular poles with accessories,Installation Accessories and Fixtures for ADSS OFC, Slinging of ADSS Cable and associated works along with testing and commissioning of ADSS Cable route on Turnkey basis in  MNP BA",Manipur,"O/o GMTD, BSNL Imphal Manipur BA",795001,Open Tender,"2,54,13,372",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S6XX%2Bc7GMSpRle912B01%2BGQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_157761_1,Tender,4G Saturation Project ADSS OFC MNP BA Zone-II 19 Km,"Tender for procurement of 7M and 8M tubular poles with accessories,Installation Accessories and Fixtures for ADSS OFC, Slinging of ADSS Cable and associated works along with testing and commissioning of ADSS Cable route on Turnkey basis in  MNP BA",Manipur,"O/o GMTD, BSNL Imphal Manipur BA",795001,Open Tender,"2,29,47,825",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SRlbVby6ryHHlxKqWO30tog%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BSNL_157744_1,Tender,4G Saturation Project ADSS OFC MNP BA Zone-I 18.5 Km,"Tender for procurement of 7M and 8M tubular poles with accessories,Installation Accessories and Fixtures for ADSS OFC, Slinging of ADSS Cable and associated works along with testing and commissioning of ADSS Cable route on Turnkey basis in  MNP BA",Manipur,"O/o GMTD, BSNL Imphal Manipur BA",795001,Open Tender,"2,23,90,198",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sx%2FGCpJd%2BF%2F2BepmUwgfkqw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,OFC Laying Works,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BPSCL_166483_1,Tender,"Assistance to Central Service Group HME and ERS II for repairing of 6.6KV, HT Motors.","Assistance to Central Service Group HME and ERS II for repairing of 6.6KV, HT Motors.","Power Plant, BPSCL, BOKARO STEEL CITY","ADM Office, BPSCL, Ispat Bhawan, Bokaro Steel City",827001,Open Tender,"18,26,981",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SmuvhDkqKUHszVQPx7aYHuw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BPSCL_166297_1,Tender,"Laying, Jointing and End Termination of HT/LT Power Cables.","Laying, Jointing and End Termination of HT/LT Power Cables.","Power Plant, BPSCL, BOKARO STEEL CITY","ADM Office, BPSCL, Ispat Bhawan, Bokaro Steel City",827001,Open Tender,"6,89,036",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Si8XiOt4roaij3jNUX6jW8w%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BPSCL_165850_1,Tender,Assisting the Boiler Personnel for smooth and efficient operation of Dust Preparation System.,Assisting the Boiler Personnel for smooth and efficient operation of Dust Preparation System.,"Power Plant, BPSCL, BOKARO STEEL CITY","ADM Office, BPSCL, Ispat Bhawan, Bokaro Steel City",827001,Open Tender,"25,48,065",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SU9hk81WxriYJrEc6u%2BWF%2Bg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BPSCL_165645_1,Tender,"Annual Contract of cleaning of roofs of Boiler, Turbine, Screw Conveyor of TPP and CPP and various buildings of Power Plant.","Annual Contract of cleaning of roofs of Boiler, Turbine, Screw Conveyor of TPP and CPP and various buildings of Power Plant.","Power Plant, BPSCL, BOKARO STEEL CITY","ADM Office, BPSCL, Ispat Bhawan, Bokaro Steel City",827001,Open Tender,"23,18,622",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SZs5ij%2Bl%2BHaobIJhnD448IA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BPSCL_165641_1,Tender,Assisting the Boiler Personnel in routine operation activities at 0 and 8 M in TPP Boilers.,Assisting the Boiler Personnel in routine operation activities at 0 and 8 M in TPP Boilers.,"Power Plant, BPSCL, BOKARO STEEL CITY","ADM Office, BPSCL, Ispat Bhawan, Bokaro Steel City",827001,Open Tender,"25,48,065",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=StikQK4yqfZ5KJk%2FmRqx%2FZA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
2023_BPSCL_164819_1,Tender,"Assistance in mechanical operation of Boiler, Turbine and associated auxiliaries of Unit 9.","Assistance in mechanical operation of Boiler, Turbine and associated auxiliaries of Unit 9.","Power Plant, BPSCL, BOKARO STEEL CITY","ADM Office, BPSCL, Ispat Bhawan, Bokaro Steel City",827001,Open Tender,"27,90,060",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SaVX9wlw%2BSIc64AQxeeKtPw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '04-Oct-2023 02:00 PM'}"
